# th0_err_rad(x) × mgl_err(y), 每格 625 次
0.069,4.48,3.36,6.24,4.48,4.48,4.00,5.44,4.80,5.12,5.44,5.44,5.60,5.28,4.96,7.04,5.92,6.56,6.72,5.44,5.44,7.20,8.80,9.12,9.28,8.00,8.16,8.80,7.36,7.52,8.48,7.20,8.64,9.76,7.84,8.96,7.68,11.36,8.16,7.52,7.52
0.077,4.00,5.28,4.64,3.68,4.16,7.04,4.96,4.16,4.80,5.28,6.08,5.44,4.16,5.12,4.32,5.44,5.76,6.56,5.76,5.92,5.12,6.40,7.36,4.96,7.20,7.84,6.40,8.00,8.64,8.16,8.16,7.84,8.16,9.60,9.76,7.68,9.60,10.24,11.04,11.68
0.085,6.56,4.64,5.28,4.48,4.48,5.12,5.44,4.80,5.44,3.84,3.36,4.96,5.28,5.76,5.60,4.16,5.92,7.84,6.56,7.36,5.28,6.56,7.68,7.68,5.76,9.28,6.72,8.96,9.60,7.84,7.36,6.88,9.28,8.64,8.48,8.32,11.20,9.12,8.96,9.28
0.092,3.20,5.92,6.24,6.40,4.32,4.96,5.44,5.12,5.60,5.60,5.76,5.28,6.72,5.92,5.60,6.56,7.20,5.60,5.60,5.76,5.92,6.72,8.48,8.80,7.36,5.76,7.52,7.84,7.68,8.96,9.12,8.00,6.56,10.88,7.52,11.20,8.64,10.40,9.92,9.12
0.100,5.28,4.80,5.12,5.76,4.96,4.48,5.44,5.76,4.16,5.60,4.96,4.80,5.28,6.40,5.44,5.76,5.12,5.44,8.32,6.88,6.88,7.52,6.72,5.92,6.72,9.76,7.36,8.00,9.44,8.80,10.72,8.48,9.12,8.80,8.00,8.64,10.08,9.76,8.32,11.36
0.108,5.60,3.36,5.76,6.72,4.64,4.96,4.32,5.92,6.24,6.56,5.76,7.20,5.60,6.40,6.08,6.24,6.88,7.68,6.88,6.40,7.36,6.24,7.04,6.08,8.16,7.84,7.52,8.32,6.88,10.08,9.28,9.12,8.00,8.96,7.68,8.96,10.40,10.56,8.32,9.60
0.115,4.96,4.64,4.96,4.16,7.52,4.80,5.60,6.08,5.76,4.64,6.56,4.48,6.08,5.60,8.00,5.44,7.68,6.72,8.16,7.36,7.68,5.44,5.92,6.24,7.20,5.76,7.52,8.80,6.40,7.36,8.32,7.20,8.48,8.64,7.68,9.60,9.76,10.56,9.28,8.96
0.123,4.32,5.12,4.16,5.12,4.16,4.00,4.32,5.92,5.60,4.80,6.24,4.80,6.40,7.20,4.80,7.20,7.04,6.24,7.84,6.72,7.20,7.68,8.48,6.24,7.84,8.32,5.44,8.32,8.32,9.60,11.20,5.60,10.56,8.16,8.32,10.24,9.92,9.12,8.16,8.96
0.131,5.44,4.64,4.48,5.28,4.48,5.28,4.16,5.28,6.40,5.60,7.04,6.56,6.72,6.24,6.08,8.16,7.52,6.24,5.76,7.84,6.88,6.08,6.88,7.04,9.92,8.32,8.32,7.68,8.32,8.96,8.32,7.68,8.64,8.64,9.76,9.44,10.24,8.96,11.52,9.44
0.138,3.20,5.76,4.96,3.52,5.60,5.12,5.44,5.44,5.12,5.76,6.72,5.60,6.56,6.40,5.12,6.88,7.84,5.12,7.36,7.04,7.52,8.16,8.32,8.00,7.52,7.20,6.56,6.88,7.68,10.72,7.52,7.36,8.96,10.24,8.96,8.80,10.72,10.72,9.92,10.08
